TUBBP6	tubulin beta class I pseudogene 6	442308
TUBBP7	tubulin beta class I pseudogene 7	100533620
TUBBP8	tubulin beta class I pseudogene 8	101927519
TUBBP9	tubulin beta class I pseudogene 9	442210
TUBBP10	tubulin beta class I pseudogene 10	100418902
TUBBP11	tubulin beta class I pseudogene 11	106480745
TUBD1	tubulin delta 1	51174
TUBE1	tubulin epsilon 1	51175
TUBG1	tubulin gamma 1	7283
TUBG1P	tubulin gamma 1 pseudogene	442673
TUBG2	tubulin gamma 2	27175
TUBGCP2	tubulin gamma complex associated protein 2	10844
TUBGCP3	tubulin gamma complex associated protein 3	10426
TUBGCP4	tubulin gamma complex associated protein 4	27229
TUBGCP5	tubulin gamma complex associated protein 5	114791
TUBGCP6	tubulin gamma complex associated protein 6	85378
TUFM	Tu translation elongation factor, mitochondrial	7284
TUFMP1	Tu translation elongation factor, mitochondrial pseudogene 1	645668
TUFT1	tuftelin 1	7286
TUG1	taurine up-regulated 1	55000
TULP1	tubby like protein 1	7287
TULP2	tubby like protein 2	7288
TULP3	tubby like protein 3	7289
TULP3P1	tubby like protein 3 pseudogene 1	100128017
TULP4	tubby like protein 4	56995
TUNAR	TCL1 upstream neural differentiation-associated RNA	100507043
TUSC1	tumor suppressor candidate 1	286319
TUSC2	tumor suppressor 2, mitochondrial calcium regulator	11334
TUSC2P1	TUSC2 pseudogene 1	359794
TUSC2P2	TUSC2 pseudogene 2	112552163
TUSC3	tumor suppressor candidate 3	7991
TUSC7	tumor suppressor candidate 7	285194
TUSC8	tumor suppressor candidate 8	400128
TUT1	terminal uridylyl transferase 1, U6 snRNA-specific	64852
TUT4	terminal uridylyl transferase 4	23318
TUT7	terminal uridylyl transferase 7	79670
TVP23A	trans-golgi network vesicle protein 23 homolog A	780776
TVP23B	trans-golgi network vesicle protein 23 homolog B	51030
TVP23BP1	TVP23B pseudogene 1	100129124
TVP23BP2	TVP23B pseudogene 2	100421473
TVP23C	trans-golgi network vesicle protein 23 homolog C	201158
TVP23C-CDRT4	TVP23C-CDRT4 readthrough	100533496
TVP23CP1	TVP23C pseudogene 1	100421599
TVP23CP2	TVP23C pseudogene 2	261735
TWF1	twinfilin actin binding protein 1	5756
TWF1P1	twinfilin 1 pseudogene 1	619519
TWF1P2	twinfilin 1 pseudogene 2	494555
TWF2	twinfilin actin binding protein 2	11344
TWIST1	twist family bHLH transcription factor 1	7291
TWIST2	twist family bHLH transcription factor 2	117581
TWISTNB	TWIST neighbor	221830
TWNK	twinkle mtDNA helicase	56652
TWSG1	twisted gastrulation BMP signaling modulator 1	57045
TXK	TXK tyrosine kinase	7294
TXLNA	taxilin alpha	200081
TXLNB	taxilin beta	167838
TXLNG	taxilin gamma	55787
TXLNGY	taxilin gamma pseudogene, Y-linked	246126
TXN	thioredoxin	7295
TXN2	thioredoxin 2	25828
TXNDC2	thioredoxin domain containing 2	84203
TXNDC5	thioredoxin domain containing 5	81567
TXNDC8	thioredoxin domain containing 8	255220
TXNDC9	thioredoxin domain containing 9	10190
TXNDC11	thioredoxin domain containing 11	51061
TXNDC12	thioredoxin domain containing 12	51060
TXNDC12-AS1	TXNDC12 antisense RNA 1	104355143
TXNDC15	thioredoxin domain containing 15	79770
TXNDC16	thioredoxin domain containing 16	57544
TXNDC17	thioredoxin domain containing 17	84817
TXNIP	thioredoxin interacting protein	10628
TXNL1	thioredoxin like 1	9352
TXNL1P1	thioredoxin like 1 pseudogene 1	100419095
TXNL4A	thioredoxin like 4A	10907
TXNL4B	thioredoxin like 4B	54957
TXNP1	thioredoxin pseudogene 1	93202
TXNP2	thioredoxin pseudogene 2	171416
TXNP3	thioredoxin pseudogene 3	171419
TXNP4	thioredoxin pseudogene 4	124974
TXNP5	thioredoxin pseudogene 5	151276
TXNP6	thioredoxin pseudogene 6	171560
TXNP7	thioredoxin pseudogene 7	106480275
TXNRD1	thioredoxin reductase 1	7296
TXNRD2	thioredoxin reductase 2	10587
TXNRD3	thioredoxin reductase 3	114112
TXNRD3NB	thioredoxin reductase 3 neighbor	645840
TYK2	tyrosine kinase 2	7297
TYMP	thymidine phosphorylase	1890
TYMS	thymidylate synthetase	7298
TYMSOS	TYMS opposite strand	494514
TYMSP1	thymidylate synthetase pseudogene 1	100419610
TYMSP2	thymidylate synthetase pseudogene 2	109729122
TYR	tyrosinase	7299
TYRL	tyrosinase-like (pseudogene)	7300
TYRO3	TYRO3 protein tyrosine kinase	7301
TYRO3P	TYRO3P protein tyrosine kinase pseudogene	7302
TYROBP	TYRO protein tyrosine kinase binding protein	7305
TYRP1	tyrosinase related protein 1	7306
TYS	sclerotylosis	7303
TYSND1	trypsin domain containing 1	219743
TYW1	tRNA-yW synthesizing protein 1 homolog	55253
TYW1B	tRNA-yW synthesizing protein 1 homolog B	441250
TYW1P1	tRNA-yW synthesizing protein 1 homolog pseudogene 1	100533847
TYW3	tRNA-yW synthesizing protein 3 homolog	127253
TYW5	tRNA-yW synthesizing protein 5	129450
U2AF1	U2 small nuclear RNA auxiliary factor 1	7307
U2AF1L4	U2 small nuclear RNA auxiliary factor 1 like 4	199746
U2AF1L5	U2 small nuclear RNA auxiliary factor 1 like 5	102724594
U2AF2	U2 small nuclear RNA auxiliary factor 2	11338
U2SURP	U2 snRNP associated SURP domain containing	23350
UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats	55075
UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1	6675
UAP1L1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1	91373
UBA1	ubiquitin like modifier activating enzyme 1	7317
UBA2	ubiquitin like modifier activating enzyme 2	10054
UBA3	ubiquitin like modifier activating enzyme 3	9039
UBA5	ubiquitin like modifier activating enzyme 5	79876
UBA6	ubiquitin like modifier activating enzyme 6	55236
UBA6-AS1	UBA6 antisense RNA 1 (head to head)	550112
UBA7	ubiquitin like modifier activating enzyme 7	7318
UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	7311
UBA52P1	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 1	7312
UBA52P2	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 2	7313
UBA52P3	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 3	122837
UBA52P4	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 4	100271030
UBA52P5	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 5	100271031
UBA52P6	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 6	100130239
UBA52P7	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 7	100128617
UBA52P8	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 8	100271343
UBA52P9	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 9	100271344
UBAC1	UBA domain containing 1	10422
UBAC2	UBA domain containing 2	337867
UBAC2-AS1	UBAC2 antisense RNA 1	100289373
UBAC2-IT1	entry withdrawn	
UBALD1	UBA like domain containing 1	124402
UBALD2	UBA like domain containing 2	283991
UBAP1	ubiquitin associated protein 1	51271
UBAP1L	ubiquitin associated protein 1 like	390595
UBAP2	ubiquitin associated protein 2	55833
UBAP2L	ubiquitin associated protein 2 like	9898
UBASH3A	ubiquitin associated and SH3 domain containing A	53347
UBASH3B	ubiquitin associated and SH3 domain containing B	84959
UBB	ubiquitin B	7314
UBBP1	ubiquitin B pseudogene 1	7315
UBBP2	ubiquitin B pseudogene 2	23668
UBBP3	ubiquitin B pseudogene 3	23667
UBBP4	ubiquitin B pseudogene 4	23666
UBBP5	ubiquitin B pseudogene 5	100873783
UBC	ubiquitin C	7316
UBD	ubiquitin D	10537
UBDP1	ubiquitin D pseudogene 1	100286971
UBE2A	ubiquitin conjugating enzyme E2 A	7319
UBE2B	ubiquitin conjugating enzyme E2 B	7320
UBE2C	ubiquitin conjugating enzyme E2 C	11065
UBE2CP1	ubiquitin conjugating enzyme E2 C pseudogene 1	326105
UBE2CP2	ubiquitin conjugating enzyme E2 C pseudogene 2	646595
UBE2CP3	ubiquitin conjugating enzyme E2 C pseudogene 3	100129983
UBE2CP4	ubiquitin conjugating enzyme E2 C pseudogene 4	283711
UBE2CP5	ubiquitin conjugating enzyme E2 C pseudogene 5	100874260
UBE2D1	ubiquitin conjugating enzyme E2 D1	7321
UBE2D2	ubiquitin conjugating enzyme E2 D2	7322
UBE2D3	ubiquitin conjugating enzyme E2 D3	7323
UBE2D3-AS1	UBE2D3 antisense RNA 1	105377348
UBE2D3P1	ubiquitin conjugating enzyme E2 D3 pseudogene 1	100037280
UBE2D3P2	ubiquitin conjugating enzyme E2 D3 pseudogene 2	100130139
UBE2D3P3	ubiquitin conjugating enzyme E2 D3 pseudogene 3	100874262
UBE2D3P4	ubiquitin conjugating enzyme E2 D3 pseudogene 4	100131800
UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative)	51619
UBE2DNL	ubiquitin conjugating enzyme E2 D N-terminal like (pseudogene)	100131816
UBE2E1	ubiquitin conjugating enzyme E2 E1	7324
UBE2E1-AS1	UBE2E1 antisense RNA 1	100874092
UBE2E2	ubiquitin conjugating enzyme E2 E2	7325
UBE2E2-AS1	UBE2E2 antisense RNA 1 (head to head)	100505877
UBE2E3	ubiquitin conjugating enzyme E2 E3	10477
UBE2E4P	ubiquitin conjugating enzyme E2 E4 pseudogene	286480
UBE2F	ubiquitin conjugating enzyme E2 F (putative)	140739
UBE2F-SCLY	UBE2F-SCLY readthrough (NMD candidate)	100533179
UBE2FP1	UBE2F pseudogene 1	100421436
UBE2FP2	UBE2F pseudogene 2	101060189
UBE2FP3	UBE2F pseudogene 3	106480360
UBE2G1	ubiquitin conjugating enzyme E2 G1	7326
UBE2G2	ubiquitin conjugating enzyme E2 G2	7327
UBE2H	ubiquitin conjugating enzyme E2 H	7328
UBE2HP1	ubiquitin conjugating enzyme E2 H pseudogene 1	646463
UBE2I	ubiquitin conjugating enzyme E2 I	7329
UBE2J1	ubiquitin conjugating enzyme E2 J1	51465
UBE2J2	ubiquitin conjugating enzyme E2 J2	118424
UBE2K	ubiquitin conjugating enzyme E2 K	3093
UBE2L1	ubiquitin conjugating enzyme E2 L1 (pseudogene)	283556
UBE2L2	ubiquitin conjugating enzyme E2 L2 (pseudogene)	100506424
UBE2L3	ubiquitin conjugating enzyme E2 L3	7332
UBE2L4	ubiquitin conjugating enzyme E2 L4 (pseudogene)	7333
UBE2L5	ubiquitin conjugating enzyme E2 L5	171222
UBE2L6	ubiquitin conjugating enzyme E2 L6	9246
UBE2M	ubiquitin conjugating enzyme E2 M	9040
UBE2MP1	ubiquitin conjugating enzyme E2 M pseudogene 1	606551
UBE2N	ubiquitin conjugating enzyme E2 N	7334
UBE2NL	ubiquitin conjugating enzyme E2 N like (gene/pseudogene)	389898
UBE2NP1	ubiquitin conjugating enzyme E2 N pseudogene 1	100288613
UBE2O	ubiquitin conjugating enzyme E2 O	63893
UBE2Q1	ubiquitin conjugating enzyme E2 Q1	55585
UBE2Q1-AS1	UBE2Q1 antisense RNA 1	100874097
UBE2Q2	ubiquitin conjugating enzyme E2 Q2	92912
UBE2Q2L	ubiquitin conjugating enzyme E2 Q2 like	100505679
UBE2Q2P1	ubiquitin conjugating enzyme E2 Q2 pseudogene 1	388165
UBE2Q2P2	ubiquitin conjugating enzyme E2 Q2 pseudogene 2	100134869
UBE2Q2P4Y	ubiquitin conjugating enzyme E2 Q2 pseudogene 4, Y-linked	100421716
UBE2Q2P5Y	ubiquitin conjugating enzyme E2 Q2 pseudogene 5, Y-linked	100421717
UBE2Q2P6	ubiquitin conjugating enzyme E2 Q2 pseudogene 6	100421769
UBE2Q2P7	ubiquitin conjugating enzyme E2 Q2 pseudogene 7	100421766
UBE2Q2P8	ubiquitin conjugating enzyme E2 Q2 pseudogene 8	100421771
UBE2Q2P9	ubiquitin conjugating enzyme E2 Q2 pseudogene 9	106480276
UBE2Q2P10	ubiquitin conjugating enzyme E2 Q2 pseudogene 10	101928256
UBE2Q2P11	ubiquitin conjugating enzyme E2 Q2 pseudogene 11	100421767
UBE2Q2P12	ubiquitin conjugating enzyme E2 Q2 pseudogene 12	100421768
UBE2QL1	ubiquitin conjugating enzyme E2 Q family like 1	134111
UBE2R2	ubiquitin conjugating enzyme E2 R2	54926
UBE2R2-AS1	UBE2R2 antisense RNA 1	101929665
UBE2S	ubiquitin conjugating enzyme E2 S	27338
UBE2SP1	ubiquitin conjugating enzyme E2 S pseudogene 1	246719
UBE2SP2	ubiquitin conjugating enzyme E2 S pseudogene 2	440406
UBE2T	ubiquitin conjugating enzyme E2 T	29089
UBE2U	ubiquitin conjugating enzyme E2 U	148581
UBE2V1	ubiquitin conjugating enzyme E2 V1	7335
UBE2V1P1	ubiquitin conjugating enzyme E2 V1 pseudogene 1	170556
UBE2V1P2	ubiquitin conjugating enzyme E2 V1 pseudogene 2	730052
UBE2V1P3	ubiquitin conjugating enzyme E2 V1 pseudogene 3	359798
UBE2V1P4	ubiquitin conjugating enzyme E2 V1 pseudogene 4	102724816
UBE2V1P5	ubiquitin conjugating enzyme E2 V1 pseudogene 5	100287173
UBE2V1P6	ubiquitin conjugating enzyme E2 V1 pseudogene 6	100287279
UBE2V1P7	ubiquitin conjugating enzyme E2 V1 pseudogene 7	106481746
UBE2V1P8	ubiquitin conjugating enzyme E2 V1 pseudogene 8	102724706
UBE2V1P9	ubiquitin conjugating enzyme E2 V1 pseudogene 9	100131981
UBE2V1P10	ubiquitin conjugating enzyme E2 V1 pseudogene 10	102724605
UBE2V1P11	ubiquitin conjugating enzyme E2 V1 pseudogene 11	102723977
UBE2V1P12	ubiquitin conjugating enzyme E2 V1 pseudogene 12	106479048
UBE2V1P13	ubiquitin conjugating enzyme E2 V1 pseudogene 13	100505982
UBE2V1P14	ubiquitin conjugating enzyme E2 V1 pseudogene 14	100289623
UBE2V1P15	ubiquitin conjugating enzyme E2 V1 pseudogene 15	100288170
UBE2V2	ubiquitin conjugating enzyme E2 V2	7336
UBE2V2P1	ubiquitin conjugating enzyme E2 V2 pseudogene 1	100128493
UBE2V2P2	ubiquitin conjugating enzyme E2 V2 pseudogene 2	104548970
UBE2V2P3	ubiquitin conjugating enzyme E2 V2 pseudogene 3	100421341
UBE2V2P4	ubiquitin conjugating enzyme E2 V2 pseudogene 4	106480802
UBE2W	ubiquitin conjugating enzyme E2 W	55284
UBE2WP1	ubiquitin conjugating enzyme E2 W pseudogene 1	619457
UBE2Z	ubiquitin conjugating enzyme E2 Z	65264
UBE3A	ubiquitin protein ligase E3A	7337
UBE3AP1	ubiquitin protein ligase E3A pseudogene 1	7338
UBE3AP2	ubiquitin protein ligase E3A pseudogene 2	7339
UBE3B	ubiquitin protein ligase E3B	89910
UBE3C	ubiquitin protein ligase E3C	9690
UBE3D	ubiquitin protein ligase E3D	90025
UBE4A	ubiquitination factor E4A	9354
UBE4B	ubiquitination factor E4B	10277
UBFD1	ubiquitin family domain containing 1	56061
UBFD1P1	ubiquitin family domain containing 1 pseudogene 1	100130484
UBIAD1	UbiA prenyltransferase domain containing 1	29914
UBL3	ubiquitin like 3	5412
UBL4A	ubiquitin like 4A	8266
UBL4B	ubiquitin like 4B	164153
UBL5	ubiquitin like 5	59286
UBL5P1	ubiquitin like 5 pseudogene 1	100130803
UBL5P2	ubiquitin like 5 pseudogene 2	100287215
UBL5P3	ubiquitin like 5 pseudogene 3	100129031
UBL5P4	ubiquitin like 5 pseudogene 4	106480800
UBL7	ubiquitin like 7	84993
UBL7-AS1	UBL7 antisense RNA 1 (head to head)	440288
UBLCP1	ubiquitin like domain containing CTD phosphatase 1	134510
UBN1	ubinuclein 1	29855
UBN2	ubinuclein 2	254048
UBOX5	U-box domain containing 5	22888
UBOX5-AS1	UBOX5 antisense RNA 1	100134015
UBP1	upstream binding protein 1	7342
UBQLN1	ubiquilin 1	29979
UBQLN1P1	ubiquilin 1 pseudogene 1	387117
UBQLN2	ubiquilin 2	29978
UBQLN3	ubiquilin 3	50613
UBQLN4	ubiquilin 4	56893
UBQLN4P1	ubiquilin 4 pseudogene 1	285329
UBQLN4P2	ubiquilin 4 pseudogene 2	100131393
UBQLNL	ubiquilin like	143630
UBR1	ubiquitin protein ligase E3 component n-recognin 1	197131
UBR2	ubiquitin protein ligase E3 component n-recognin 2	23304
UBR3	ubiquitin protein ligase E3 component n-recognin 3	130507
UBR4	ubiquitin protein ligase E3 component n-recognin 4	23352
UBR5	ubiquitin protein ligase E3 component n-recognin 5	51366
UBR5-AS1	UBR5 antisense RNA 1	101927221
UBR7	ubiquitin protein ligase E3 component n-recognin 7 (putative)	55148
UBTD1	ubiquitin domain containing 1	80019
UBTD2	ubiquitin domain containing 2	92181
UBTF	upstream binding transcription factor	7343
UBTFL1	upstream binding transcription factor like 1	642623
UBTFL2	UBTF like 2 (pseudogene)	120126
UBTFL3	UBTF like 3 (pseudogene)	129870
UBTFL4	entry withdrawn	
UBTFL5	UBTF like 5 (pseudogene)	728231
UBTFL6	UBTF like 6 (pseudogene)	643615
UBTFL7	UBTF like 7 (pseudogene)	646759
UBTFL8	UBTF like 8 (pseudogene)	643182
UBTFL9	UBTF like 9 (pseudogene)	100128427
UBTFL10	UBTF like 10 (pseudogene)	106480293
UBTFL11	UBTF like 11 (pseudogene)	442446
UBXN1	UBX domain protein 1	51035
UBXN2A	UBX domain protein 2A	165324
UBXN2B	UBX domain protein 2B	137886
UBXN4	UBX domain protein 4	23190
UBXN6	UBX domain protein 6	80700
UBXN7	UBX domain protein 7	26043
UBXN7-AS1	UBXN7 antisense RNA 1	100874034
UBXN8	UBX domain protein 8	7993
UBXN10	UBX domain protein 10	127733
UBXN10-AS1	UBXN10 antisense RNA 1	101928017
UBXN11	UBX domain protein 11	91544
UCA1	urothelial cancer associated 1	652995
UCHH2	entry withdrawn	
UCHL1	ubiquitin C-terminal hydrolase L1	7345
UCHL1-AS1	UCHL1 antisense RNA 1 (head to head)	101410542
UCHL2	entry withdrawn	
UCHL3	ubiquitin C-terminal hydrolase L3	7347
UCHL5	ubiquitin C-terminal hydrolase L5	51377
UCK1	uridine-cytidine kinase 1	83549
UCK2	uridine-cytidine kinase 2	7371
UCKL1	uridine-cytidine kinase 1 like 1	54963
UCKL1-AS1	UCKL1 antisense RNA 1	100113386
UCMA	upper zone of growth plate and cartilage matrix associated	221044
UCN	urocortin	7349
UCN2	urocortin 2	90226
UCN3	urocortin 3	114131
UCP1	uncoupling protein 1	7350
UCP2	uncoupling protein 2	7351
UCP3	uncoupling protein 3	7352
UEVLD	UEV and lactate/malate dehyrogenase domains	55293
UFC1	ubiquitin-fold modifier conjugating enzyme 1	51506
UFD1	ubiquitin recognition factor in ER associated degradation 1	7353
UFL1	UFM1 specific ligase 1	23376
UFL1-AS1	UFL1 antisense RNA 1	100861530
UFM1	ubiquitin fold modifier 1	51569
UFSP1	UFM1 specific peptidase 1 (inactive)	402682
UFSP2	UFM1 specific peptidase 2	55325
UGCG	UDP-glucose ceramide glucosyltransferase	7357
UGDH	UDP-glucose 6-dehydrogenase	7358
UGDH-AS1	UGDH antisense RNA 1	100885776
UGGT1	UDP-glucose glycoprotein glucosyltransferase 1	56886
UGGT2	UDP-glucose glycoprotein glucosyltransferase 2	55757
UGGT2-IT1	entry withdrawn	
UGP2	UDP-glucose pyrophosphorylase 2	7360
UGT1A	UDP glucuronosyltransferase family 1 member A complex locus	7361
UGT1A1	UDP glucuronosyltransferase family 1 member A1	54658
UGT1A2P	UDP glucuronosyltransferase family 1 member A2, pseudogene	54580
UGT1A3	UDP glucuronosyltransferase family 1 member A3	54659
UGT1A4	UDP glucuronosyltransferase family 1 member A4	54657
UGT1A5	UDP glucuronosyltransferase family 1 member A5	54579
UGT1A6	UDP glucuronosyltransferase family 1 member A6	54578
UGT1A7	UDP glucuronosyltransferase family 1 member A7	54577
UGT1A8	UDP glucuronosyltransferase family 1 member A8	54576
UGT1A9	UDP glucuronosyltransferase family 1 member A9	54600
UGT1A10	UDP glucuronosyltransferase family 1 member A10	54575
UGT1A11P	UDP glucuronosyltransferase family 1 member A11, pseudogene	54574
UGT1A12P	UDP glucuronosyltransferase family 1 member A12, pseudogene	54573
UGT1A13P	UDP glucuronosyltransferase family 1 member A13, pseudogene	404204
UGT2A1	UDP glucuronosyltransferase family 2 member A1 complex locus	10941
UGT2A2	UDP glucuronosyltransferase family 2 member A2	574537
UGT2A3	UDP glucuronosyltransferase family 2 member A3	79799
UGT2A3P7	UDP glucuronosyltransferase family 2 member A3 pseudogene 7	100422023
UGT2B@	entry withdrawn	
UGT2B4	UDP glucuronosyltransferase family 2 member B4	7363
UGT2B7	UDP glucuronosyltransferase family 2 member B7	7364
UGT2B10	UDP glucuronosyltransferase family 2 member B10	7365
UGT2B11	UDP glucuronosyltransferase family 2 member B11	10720
UGT2B15	UDP glucuronosyltransferase family 2 member B15	7366
UGT2B17	UDP glucuronosyltransferase family 2 member B17	7367
UGT2B24P	UDP glucuronosyltransferase family 2 member B24, pseudogene	54572
UGT2B25P	UDP glucuronosyltransferase family 2 member B25, pseudogene	54571
UGT2B26P	UDP glucuronosyltransferase family 2 member B26, pseudogene	54570
UGT2B27P	UDP glucuronosyltransferase family 2 member B27, pseudogene	54569
UGT2B28	UDP glucuronosyltransferase family 2 member B28	54490
UGT2B29P	UDP glucuronosyltransferase family 2 member B29, pseudogene	54568
UGT3A1	UDP glycosyltransferase family 3 member A1	133688
UGT3A2	UDP glycosyltransferase family 3 member A2	167127
UGT8	UDP glycosyltransferase 8	7368
UHMK1	U2AF homology motif kinase 1	127933
UHRF1	ubiquitin like with PHD and ring finger domains 1	29128
UHRF1BP1	UHRF1 binding protein 1	54887
UHRF1BP1L	UHRF1 binding protein 1 like	23074
UHRF2	ubiquitin like with PHD and ring finger domains 2	115426
UHRF2P1	ubiquitin like with PHD and ring finger domains 2 pseudogene 1	260337
UIMC1	ubiquitin interaction motif containing 1	51720
ULBP1	UL16 binding protein 1	80329
ULBP2	UL16 binding protein 2	80328
ULBP3	UL16 binding protein 3	79465
ULK1	unc-51 like autophagy activating kinase 1	8408
ULK2	unc-51 like autophagy activating kinase 2	9706
ULK3	unc-51 like kinase 3	25989
ULK4	unc-51 like kinase 4	54986
ULK4-IT1	entry withdrawn	
ULK4P1	ULK4 pseudogene 1	89838
ULK4P2	ULK4 pseudogene 2	100288380
ULK4P3	ULK4 pseudogene 3	89837
UMAD1	UBAP1-MVB12-associated (UMA) domain containing 1	729852
UMLILO	upstream master lncRNA of the inflammatory chemokine locus	
UMOD	uromodulin	7369
UMODL1	uromodulin like 1	89766
UMODL1-AS1	UMODL1 antisense RNA 1	150147
UMPS	uridine monophosphate synthetase	7372
UNC5A	unc-5 netrin receptor A	90249
UNC5B	unc-5 netrin receptor B	219699
UNC5B-AS1	UNC5B antisense RNA 1	728978
UNC5C	unc-5 netrin receptor C	8633
UNC5CL	unc-5 family C-terminal like	222643
UNC5D	unc-5 netrin receptor D	137970
UNC13A	unc-13 homolog A	23025
UNC13B	unc-13 homolog B	10497
UNC13C	unc-13 homolog C	440279
UNC13D	unc-13 homolog D	201294
UNC45A	unc-45 myosin chaperone A	55898
UNC45B	unc-45 myosin chaperone B	146862
UNC50	unc-50 inner nuclear membrane RNA binding protein	25972
UNC79	unc-79 homolog, NALCN channel complex subunit	57578
UNC80	unc-80 homolog, NALCN channel complex subunit	285175
UNC93A	unc-93 homolog A	54346
UNC93B1	unc-93 homolog B1, TLR signaling regulator	81622
UNC93B2	unc-93 homolog B2, pseudogene	641922
UNC93B3	unc-93 homolog B3, pseudogene	285296
UNC93B4	unc-93 homolog B4, pseudogene	643384
UNC93B5	unc-93 homolog B5, pseudogene	729196
UNC93B6	unc-93 homolog B6, pseudogene	255620
UNC93B7	unc-93 homolog B7, pseudogene	100887746
UNC93B8	unc-93 homolog B8, pseudogene	100887748
UNC119	unc-119 lipid binding chaperone	9094
UNC119B	unc-119 lipid binding chaperone B	84747
UNCX	UNC homeobox	340260
UNG	uracil DNA glycosylase	7374
UNGP1	uracil-DNA glycosylase pseudogene 1	57004
UNGP2	uracil-DNA glycosylase pseudogene 2	57005
UNGP3	uracil-DNA glycosylase pseudogene 3	319122
UNK	unk zinc finger	85451
UNKL	unk like zinc finger	64718
UOX	urate oxidase (pseudogene)	391051
UPB1	beta-ureidopropionase 1	51733
UPF1	UPF1 RNA helicase and ATPase	5976
UPF2	UPF2 regulator of nonsense mediated mRNA decay	26019
UPF3A	UPF3A regulator of nonsense mediated mRNA decay	65110
UPF3AP1	UPF3A pseudogene 1	147226
UPF3AP2	UPF3A pseudogene 2	147150
UPF3AP3	UPF3A pseudogene 3	100422343
UPF3B	UPF3B regulator of nonsense mediated mRNA decay	65109
UPF3BP4	entry withdrawn	
UPK1A	uroplakin 1A	11045
UPK1A-AS1	UPK1A antisense RNA 1	100862728
UPK1B	uroplakin 1B	7348
UPK2	uroplakin 2	7379
UPK3A	uroplakin 3A	7380
UPK3B	uroplakin 3B	105375355
UPK3BL1	uroplakin 3B like 1	100134938
UPK3BL2	uroplakin 3B like 2	107983993
UPK3BP1	uroplakin 3B pseudogene 1	107080637
UPP1	uridine phosphorylase 1	7378
UPP2	uridine phosphorylase 2	151531
UPP2-IT1	UPP2 intronic transcript 1	100874283
UPRT	uracil phosphoribosyltransferase homolog	139596
UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1	55245
UQCC2	ubiquinol-cytochrome c reductase complex assembly factor 2	84300
UQCC3	ubiquinol-cytochrome c reductase complex assembly factor 3	790955
UQCR10	ubiquinol-cytochrome c reductase, complex III subunit X	29796
UQCR11	ubiquinol-cytochrome c reductase, complex III subunit XI	10975
UQCRB	ubiquinol-cytochrome c reductase binding protein	7381
UQCRBP1	ubiquinol-cytochrome c reductase binding protein pseudogene 1	442454
UQCRBP2	ubiquinol-cytochrome c reductase binding protein pseudogene 2	100130719
UQCRBP3	ubiquinol-cytochrome c reductase binding protein pseudogene 3	100288785
UQCRC1	ubiquinol-cytochrome c reductase core protein 1	7384
UQCRC2	ubiquinol-cytochrome c reductase core protein 2	7385
UQCRC2P1	ubiquinol-cytochrome c reductase core protein 2 pseudogene 1	100131327
UQCRFS1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1	7386
UQCRFS1P1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 pseudogene 1	100128525
UQCRFS1P2	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 pseudogene 2	647123
UQCRFS1P3	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 pseudogene 3	100130994
UQCRFSL2	entry withdrawn	
UQCRH	ubiquinol-cytochrome c reductase hinge protein	7388
UQCRHL	ubiquinol-cytochrome c reductase hinge protein like	440567
UQCRHP1	ubiquinol-cytochrome c reductase hinge protein pseudogene 1	100130756
UQCRHP2	ubiquinol-cytochrome c reductase hinge protein pseudogene 2	729769
UQCRHP3	ubiquinol-cytochrome c reductase hinge protein pseudogene 3	100131995
UQCRHP4	ubiquinol-cytochrome c reductase hinge protein pseudogene 4	100128448
UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII	27089
URAD	ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase	646625
URAHP	urate (hydroxyiso-) hydrolase, pseudogene	100130015
URB1	URB1 ribosome biogenesis homolog	9875
URB1-AS1	URB1 antisense RNA 1 (head to head)	84996
URB2	URB2 ribosome biogenesis homolog	9816
URGCP	upregulator of cell proliferation	55665
URGCP-MRPS24	URGCP-MRPS24 readthrough	100534592
URI1	URI1 prefoldin like chaperone	8725
URM1	ubiquitin related modifier 1	81605
UROC1	urocanate hydratase 1	131669
UROD	uroporphyrinogen decarboxylase	7389
UROS	uroporphyrinogen III synthase	7390
